# OpenTelemetry Metrics report: .csv, 4 fields: 
workspaceModel.entityStorageSnapshotImpl.instances.count,1734991254681000000,1734991314775000000,30
workspaceModel.loading.from.cache.ms,1734991254681000000,1734991314775000000,21
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1734991254681000000,1734991314775000000,24
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1734991254681000000,1734991314775000000,24
workspaceModel.updates.count,1734991254681000000,1734991314775000000,5
workspaceModel.cachedValueWithParameters.calculated.count,1734991254681000000,1734991314775000000,0
workspaceModel.cachedValueWithParameters.clear.count,1734991254681000000,1734991314775000000,0
workspaceModel.cachedValue.clear.count,1734991254681000000,1734991314775000000,5
workspaceModel.workspaceFileIndexData.init.ms,1734991254681000000,1734991314775000000,2
workspaceModel.workspaceFileIndexData.markDirty.ms,1734991254681000000,1734991314775000000,0
workspaceModel.check.recursive.update.ms,1734991254681000000,1734991314775000000,1
cacheStateStorage.set.duration,1734991254681000000,1734991314775000000,39
cacheStateStorage.get.duration,1734991254681000000,1734991314775000000,0
cacheStateStorage.set.counter,1734991254681000000,1734991314775000000,3
cacheStateStorage.get.counter,1734991254681000000,1734991314775000000,19
jps.app.storage.content.reader.load.component.ms,1734991314775000000,1734991341536000000,0
jps.global.initialize.library.bridges.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1734991314775000000,1734991341536000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1734991314775000000,1734991341536000000,0
workspaceModel.moduleBridge.before.changed.ms,1734991314775000000,1734991341536000000,0
workspaceModel.global.apply.state.to.project.ms,1734991314775000000,1734991341536000000,0
jps.storage.jps.conf.reader.load.component.ms,1734991314775000000,1734991341536000000,0
workspaceModel.orphan.listener.update.ms,1734991314775000000,1734991341536000000,0
jps.global.handle.before.change.events.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1734991314775000000,1734991341536000000,0
jps.global.get.libraries.ms,1734991314775000000,1734991341536000000,2
workspaceModel.mutableEntityStorage.entities.by.source.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.entities.ms,1734991314775000000,1734991341536000000,0
jps.reload.project.entities.ms,1734991314775000000,1734991341536000000,0
jps.facet.change.listener.before.change.events.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1734991314775000000,1734991341536000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1734991314775000000,1734991341536000000,0
jps.global.get.library.ms,1734991314775000000,1734991341536000000,0
jps.library.entities.serializer.load.entities.ms,1734991314775000000,1734991341536000000,0
jps.modifiable.module.model.bridge.load.module.ms,1734991314775000000,1734991341536000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1734991314775000000,1734991341536000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1734991314775000000,1734991341536000000,0
workspaceModel.global.updates.count,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1734991314775000000,1734991341536000000,4
workspaceModel.moduleManagerBridge.load.all.modules.ms,1734991314775000000,1734991341536000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1734991314775000000,1734991341536000000,0
workspaceModel.load.cache.metadata.from.file.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1734991314775000000,1734991341536000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1734991314775000000,1734991341536000000,0
jps.module.iml.entities.serializer.save.entities.ms,1734991314775000000,1734991341536000000,11
jps.facet.change.listener.init.bridge.ms,1734991314775000000,1734991341536000000,0
workspaceModel.sync.entities.ms,1734991314775000000,1734991341536000000,0
jps.artifact.entities.serializer.load.entities.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1734991314775000000,1734991341536000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1734991314775000000,1734991341536000000,0
workspaceModel.global.updates.ms,1734991314775000000,1734991341536000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1734991314775000000,1734991341536000000,0
jps.load.initial.state.ms,1734991314775000000,1734991341536000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1734991314775000000,1734991341536000000,0
jps.library.entities.serializer.save.entities.ms,1734991314775000000,1734991341536000000,2
workspaceModel.moduleManagerBridge.get.modules.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1734991314775000000,1734991341536000000,9
workspaceModel.do.save.caches.ms,1734991314775000000,1734991341536000000,0
jps.load.project.to.empty.storage.ms,1734991314775000000,1734991341536000000,0
jps.apply.loaded.storage.ms,1734991314775000000,1734991341536000000,0
jps.modifiable.module.model.bridge.renaming.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.instances.count,1734991314775000000,1734991341536000000,2
jps.project.serializers.save.ms,1734991314775000000,1734991341536000000,19
jps.project.serializers.load.ms,1734991314775000000,1734991341536000000,0
workspaceModel.save.cache.to.file.ms,1734991314775000000,1734991341536000000,0
workspaceModel.load.cache.from.file.ms,1734991314775000000,1734991341536000000,0
jps.modifiable.module.model.bridge.new.module.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1734991314775000000,1734991341536000000,1
jps.module.iml.entities.serializer.load.entities.ms,1734991314775000000,1734991341536000000,0
jps.global.get.library.by.name.ms,1734991314775000000,1734991341536000000,0
jps.global.handle.changed.events.ms,1734991314775000000,1734991341536000000,0
jps.artifact.entities.serializer.save.entities.ms,1734991314775000000,1734991341536000000,0
jps.global.initialize.library.bridges.after.loading.ms,1734991314775000000,1734991341536000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1734991314775000000,1734991341536000000,0
jps.save.global.entities.ms,1734991314775000000,1734991341536000000,22
jps.facet.change.listener.process.change.events.ms,1734991314775000000,1734991341536000000,0
jps.save.changed.project.entities.ms,1734991314775000000,1734991341536000000,19
workspaceModel.moduleBridge.facet.initialization.ms,1734991314775000000,1734991341536000000,0
jps.app.storage.content.writer.save.component.ms,1734991314775000000,1734991341536000000,2
workspaceModel.moduleBridge.update.option.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1734991314775000000,1734991341536000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1734991314775000000,1734991341536000000,0
jps.modifiable.module.model.bridge.disposing.ms,1734991314775000000,1734991341536000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1734991314775000000,1734991341536000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1734991314775000000,1734991341536000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1734991314775000000,1734991341536000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1734991314775000000,1734991341536000000,0
compiler.ArtifactManagerBridge.commit.ms,1734991314775000000,1734991341536000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1734991314775000000,1734991341536000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1734991314775000000,1734991341536000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1734991314775000000,1734991341536000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1734991314775000000,1734991341536000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1734991314775000000,1734991341536000000,0
VFS.invertedFileNameIndex.requests,1734991314775000000,1734991341536000000,8
VFS.fileChildByName,1734991314775000000,1734991341536000000,18545
VFS.fileByIdCache.hits,1734991314775000000,1734991341536000000,25
VFS.fileByIdCache.misses,1734991314775000000,1734991341536000000,3494
StorageLockContext.competingThreads.max,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1734991314775000000,1734991341536000000,0
DirectByteBufferAllocator.disposed,1734991314775000000,1734991341536000000,440
StorageLockContext.competingThreads.avg,1734991314775000000,1734991341536000000,0.0
FilePageCacheLockFree.housekeeperTimeSpentMs,1734991314775000000,1734991341536000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1734991314775000000,1734991341536000000,41943040
FilePageCacheLockFree.heapBytesInUse,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.totalPagesAllocated,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1734991314775000000,1734991341536000000,0
FilePageCache.totalPageDisposalsUs,1734991314775000000,1734991341536000000,14
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1734991314775000000,1734991341536000000,41943040
StorageLockContext.competingThreads.90P,1734991314775000000,1734991341536000000,0
FilePageCache.pageLoads,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.nativeBytesInUse,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1734991314775000000,1734991341536000000,0
FilePageCache.pageHits,1734991314775000000,1734991341536000000,488
FilePageCache.maxRegisteredFiles,1734991314775000000,1734991341536000000,1118
FilePageCache.pageLoadsAboveSizeThreshold,1734991314775000000,1734991341536000000,24
DirectByteBufferAllocator.misses,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.totalPagesReadMs,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.totalPagesRequested,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1734991314775000000,1734991341536000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.totalPagesWritten,1734991314775000000,1734991341536000000,0
FilePageCache.maxCacheSizeInBytes,1734991314775000000,1734991341536000000,502267904
FilePageCache.totalPageLoadsUs,1734991314775000000,1734991341536000000,32012
FilePageCacheLockFree.totalBytesRead,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.totalBytesRequested,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.totalPagesWriteMs,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.totalPagesHandedOver,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.totalPagesReclaimed,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1734991314775000000,1734991341536000000,0
DirectByteBufferAllocator.reclaimed,1734991314775000000,1734991341536000000,63
FilePageCache.uncachedFileAccess,1734991314775000000,1734991341536000000,26
FilePageCache.pageFastCacheHits,1734991314775000000,1734991341536000000,11186
FilePageCacheLockFree.totalNativeBytesAllocated,1734991314775000000,1734991341536000000,0
FilePageCache.capacityInBytes,1734991314775000000,1734991341536000000,503316478
FilePageCache.disposedBuffers,1734991314775000000,1734991341536000000,503
FilePageCacheLockFree.totalClosedStoragesReclaimed,1734991314775000000,1734991341536000000,0
FilePageCacheLockFree.totalBytesWritten,1734991314775000000,1734991341536000000,0
DirectByteBufferAllocator.hits,1734991314775000000,1734991341536000000,24
parser.IgnoreLang.time.ns,1734991314775000000,1734991341536000000,9072947
lexer.IgnoreLang.size.bytes,1734991314775000000,1734991341536000000,490
lexer.Properties.time.ns,1734991314775000000,1734991341536000000,97609
parser.textmate.time.ns,1734991314775000000,1734991341536000000,116856
parser.JAVA.time.ns,1734991314775000000,1734991341536000000,103242252
lexer.RegExp.size.bytes,1734991314775000000,1734991341536000000,72
writeAction.wait.ms,1734991314775000000,1734991341536000000,0
writeAction.count,1734991314775000000,1734991341536000000,22
parser.IgnoreLang.size.bytes,1734991314775000000,1734991341536000000,490
parser.XML.size.bytes,1734991314775000000,1734991341536000000,3683
lexer.textmate.time.ns,1734991314775000000,1734991341536000000,12694
parser.Properties.size.bytes,1734991314775000000,1734991341536000000,232
parser.Shell.Script.size.bytes,1734991314775000000,1734991341536000000,10284
DiskQueryRelay.tasksExecuted,1734991314775000000,1734991341536000000,4078
lexer.RegExp.time.ns,1734991314775000000,1734991341536000000,292826
parser.RegExp.size.bytes,1734991314775000000,1734991341536000000,72
lexer.textmate.size.bytes,1734991314775000000,1734991341536000000,7132
parser.Properties.time.ns,1734991314775000000,1734991341536000000,2170689
lexer.JAVA.time.ns,1734991314775000000,1734991341536000000,32561578
parser.Shell.Script.time.ns,1734991314775000000,1734991341536000000,317561586
parser.RegExp.time.ns,1734991314775000000,1734991341536000000,526068
writeAction.median.wait.ms,1734991314775000000,1734991341536000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1734991314775000000,1734991341536000000,627802
parser.JAVA.size.bytes,1734991314775000000,1734991341536000000,204983
lexer.Shell.Script.time.ns,1734991314775000000,1734991341536000000,7636925
parser.XML.time.ns,1734991314775000000,1734991341536000000,1246271
DiskQueryRelay.tasksRequested,1734991314775000000,1734991341536000000,4091
lexer.XML.size.bytes,1734991314775000000,1734991341536000000,3683
lexer.JAVA.size.bytes,1734991314775000000,1734991341536000000,204983
parser.textmate.size.bytes,1734991314775000000,1734991341536000000,7132
lexer.Shell.Script.size.bytes,1734991314775000000,1734991341536000000,10284
DiskQueryRelay.taskWaitingTotalTimeUs,1734991314775000000,1734991341536000000,1218427
lexer.XML.time.ns,1734991314775000000,1734991341536000000,291965
writeAction.max.wait.ms,1734991314775000000,1734991341536000000,7
lexer.Properties.size.bytes,1734991314775000000,1734991341536000000,232
lexer.IgnoreLang.time.ns,1734991314775000000,1734991341536000000,1076583
Indexes.stubs.lookupDurationMaxMs,1734991314775000000,1734991341536000000,0.0
Indexing.writesQueuedMax,1734991314775000000,1734991341536000000,0
Indexing.writesQueuedMin,1734991314775000000,1734991341536000000,9223372036854775807
Indexes.allKeys.lookupDurationMaxMs,1734991314775000000,1734991341536000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1734991314775000000,1734991341536000000,0
Indexes.entries.lookupDuration90PMs,1734991314775000000,1734991341536000000,0.0
Indexes.stubs.lookups,1734991314775000000,1734991341536000000,4409
Indexes.allKeys.lookups,1734991314775000000,1734991341536000000,0
Indexing.cache.totalCacheAccesses,1734991314775000000,1734991341536000000,14804
Indexing.totalTimeIndexersSleptMs,1734991314775000000,1734991341536000000,0
Indexes.allKeys.lookupDurationAvgMs,1734991314775000000,1734991341536000000,0.0
Indexes.stubs.lookupDuration90PMs,1734991314775000000,1734991341536000000,0.0
Indexing.cache.totalCacheMisses,1734991314775000000,1734991341536000000,8226
Indexes.entries.lookupDurationMaxMs,1734991314775000000,1734991341536000000,0.0
Indexes.allKeys.lookupDuration90PMs,1734991314775000000,1734991341536000000,0.0
Indexes.stubs.lookupDurationAvgMs,1734991314775000000,1734991341536000000,0.0
Indexes.entries.lookupDurationAvgMs,1734991314775000000,1734991341536000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1734991314775000000,1734991341536000000,0
Indexing.cache.totalCacheEvicted,1734991314775000000,1734991341536000000,8484
Indexing.writer_1.totalTimeSpentWritingMs,1734991314775000000,1734991341536000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1734991314775000000,1734991341536000000,0
Indexes.entries.lookups,1734991314775000000,1734991341536000000,2927
NonBlockingReadAction.failedExecutionsCount,1734991314775000000,1734991341536000000,1
NonBlockingReadAction.failedExecutionTimeUs,1734991314775000000,1734991341536000000,565
NonBlockingReadAction.finalizedExecutionTimeUs,1734991314775000000,1734991341536000000,126069
AWTEventQueue.dispatchTimeTotalNS,1734991314775000000,1734991341536000000,144335896
NonBlockingReadAction.finalizedExecutionsCount,1734991314775000000,1734991341536000000,44
JVM.totalCpuTimeMs,1734991314775000000,1734991341536000000,45250
OS.loadAverage,1734991314775000000,1734991341536000000,1.45
JVM.totalTimeAtSafepointsMs,1734991314775000000,1734991341536000000,195
JVM.GC.collections,1734991314775000000,1734991341536000000,10
JVM.totalBytesAllocated,1734991314775000000,1734991341536000000,2617099096
JVM.totalTimeToSafepointsMs,1734991314775000000,1734991341536000000,13
JVM.totalSafepointCount,1734991314775000000,1734991341536000000,71
JVM.usedNativeBytes,1734991314775000000,1734991341536000000,462467496
JVM.maxHeapBytes,1734991314775000000,1734991341536000000,5700059136
JVM.threadCount,1734991314775000000,1734991341536000000,102
JVM.usedHeapBytes,1734991314775000000,1734991341536000000,843599296
JVM.totalDirectByteBuffersBytes,1734991314775000000,1734991341536000000,44457941
JVM.newThreadsCount,1734991314775000000,1734991341536000000,48
JVM.maxThreadCount,1734991314775000000,1734991341536000000,146
JVM.GC.collectionTimesMs,1734991314775000000,1734991341536000000,177
workspaceModel.update.unloaded.entities.ms,1734991314775000000,1734991341536000000,0
workspaceModel.on.before.changed.ms,1734991314775000000,1734991341536000000,0
workspaceModel.replace.project.model.ms,1734991314775000000,1734991341536000000,0
workspaceModel.init.bridges.ms,1734991314775000000,1734991341536000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1734991314775000000,1734991341536000000,226
workspaceModel.initializing.ms,1734991314775000000,1734991341536000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1734991314775000000,1734991341536000000,6
workspaceModel.workspaceFileIndexData.instances.count,1734991314775000000,1734991341536000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1734991314775000000,1734991341536000000,0
workspaceModel.full.replace.project.model.ms,1734991314775000000,1734991341536000000,0
workspaceModel.on.changed.ms,1734991314775000000,1734991341536000000,0
workspaceModel.to.snapshot.ms,1734991314775000000,1734991341536000000,0
workspaceModel.loading.total.ms,1734991314775000000,1734991341536000000,0
workspaceModel.cachedValue.calculated.count,1734991314775000000,1734991341536000000,3
workspaceModel.pre.handlers.ms,1734991314775000000,1734991341536000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1734991314775000000,1734991341536000000,0
workspaceModel.cachedValue.total.get.count,1734991314775000000,1734991341536000000,4059
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1734991314775000000,1734991341536000000,0
workspaceModel.collect.changes.ms,1734991314775000000,1734991341536000000,0
workspaceModel.updates.precise.ms,1734991314775000000,1734991341536000000,0
workspaceModel.cachedValue.from.cache.count,1734991314775000000,1734991341536000000,4056
workspaceModel.workspaceFileIndexData.processFileSets.ms,1734991314775000000,1734991341536000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1734991314775000000,1734991341536000000,5
workspaceModel.updates.ms,1734991314775000000,1734991341536000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1734991314775000000,1734991341536000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1734991314775000000,1734991341536000000,0
workspaceModel.loading.from.cache.ms,1734991314775000000,1734991341536000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1734991314775000000,1734991341536000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1734991314775000000,1734991341536000000,0
workspaceModel.updates.count,1734991314775000000,1734991341536000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1734991314775000000,1734991341536000000,0
workspaceModel.cachedValueWithParameters.clear.count,1734991314775000000,1734991341536000000,0
workspaceModel.cachedValue.clear.count,1734991314775000000,1734991341536000000,1
workspaceModel.workspaceFileIndexData.init.ms,1734991314775000000,1734991341536000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1734991314775000000,1734991341536000000,0
workspaceModel.check.recursive.update.ms,1734991314775000000,1734991341536000000,0
cacheStateStorage.set.duration,1734991314775000000,1734991341536000000,4
cacheStateStorage.get.duration,1734991314775000000,1734991341536000000,0
cacheStateStorage.set.counter,1734991314775000000,1734991341536000000,35
cacheStateStorage.get.counter,1734991314775000000,1734991341536000000,1
